input,predicted_label
"However , after five years hard working , I think there is no future .",1
Because the damage was spread across a wide area and they are closed to traffic .,1
"Many thanks , ",0
I have to go to class on night .,0
"If I go abroad , I want to buy aromatic fabric softener in the supermarket !",1
They sing only in English and I want them to sing also in Japanese .,1
Intensified lesson for a lazy old person -,1
"I have had experiences of cesarean section many times , so it will help me some day in the future .",0
"So , I want to see snow even tomorrow morning .",0
There is a painting here .,1
"Anyway , almost hero in American game is tough guy .",0
I was born in Tokyo .,1
"also i ve learned japanese for two years , but i ca nt remember much .",0
I want to eat a lot of perfect food !,1
Do you know how many people commit suicide in Japan every year ?,1
A private conersation,0
First Entry,0
My essay - Animal testing,1
It seems to sleep .,1
I think it is a great way to do it !,1
The problem is that I can not speak in English as well as I thought .,1
I could n t walk .,1
"I did not take a good score at toeic , I was very shocked .",1
"Now , I am full .",1
So I want to improve my English .,1
" one , In Korea , do not count age in full usually .",0
What a Chinese ending .,0
We were getting cold but we were not able to find the way to pull ourselves out of the water .,1
We tried to stay calm but we could nt .,1
"While we walk , I have to listen to her talk .",1
I had the worst experience of my life on new year is day .,1
"So well , I need something pleasant event .",0
Buy Lotteries,1
I was stuck at home with noisy children for a whole week .,1
What does everyone listen to some music ?,0
There are two verses about a cuckoo that explicitly illustrate two heroes philosophy .,1
"Well , the recital went off without a hitch , the students had been practicing and it showed .",1
We went there because the restaurant was closed .,1
can I use them ?,1
We plan to go to Sunway Pyramid and go ice skating there .,0
I told the clerk to cut my hair until its length did nt get hairs to bounce .,0
"This Ai , ",0
"maybe i can be a guide , I hope that she would be interesting in Chinese .",0
It is been a while since I accessed Lang - .,0
There is no time to be hesitated .,1
Take it easy guys !,1
I feel I am Japanese .,1
Therefore I d like to go to bed more early .,1
Sometimes I get the sound and sometimes I do nt .,1
"Nevertheless , his younger brother was still lost in the sea .",1
"We could stay alive , but we would feel as if something important has gone form our life .",1
"When I entered college to study Japanese , I stopped studying English for a long time , and now I found that I had almost forgotten the English I learned at high school .",1
"Yes , I am here .",1
Task Rewrite these sentences so that each begins with ' it was not until . ',1
I decided to write English essays ! I hope to see more of you !,1
I know nothing but a few beats like above .,1
i have to lost my weight because i would like to do high jump on Wakebording .,0
"Actually , many economists are taking a fresh look at Japan is troubled experience in order to obtain something useful for today is economic depression .",0
"Yesterday , I went to SAKANACTION is concert .",0
We had a three - day holiday before .,1
We have not played with playground equipment for a long time .,1
"Nevertheless , it did happen far sooner than I expected .",1
Especially the goldfish with big eyes . The appearance of this fish is very funny .,1
Magnanimity I am really adept at this point .,0
I must meet the train with my best friend .,1
But do you know glass is amorphous .,0
"Although my English may annoy you , please correct my sentence .",1
Kilt is a national costume of Scottish male .,0
Now I like to swim . Swimming is easy .,1
The Best of My Diary,0
And there are many people with merry laughter .,1
"However , she has an ambition .",1
"In Okinawa , the beginning of the rainy season from today .",1
I have one thing that I m considering these days .,1
I will tell dad about you ! and I wo not give you dinner ! .,0
I am glad my English sentence is corrected .,1
"A few days ago , it was reported that the number of counterfeit products which were confiscated at customs in was the second highest level , and the ones from China had first reached of the total .",1
"While I have not played video games and seen animations , I have read comics .",1
"The effect is not perfect , but it is still helpful for my thought improvement .",1
"Since my sister and her daughter , who are returning from Japan , will come to stay in my apartment in a few days , I made careful preparations to welcome them this weekend .",1
I think this blog entry will help you when you communicate with your friends from overseas face to face .,1
"Though i m interested in English , i ca nt explain thing i want to tell well .",0
I wo not probably have to work late tonight .,0
I have embarrassed .,0
The projects were adopted as much as possible to conduct by XYZ .,0
Made two friends from Ghana,1
"For example , even in nowadays , some parents force their children to develop in their private opinion , but we now that always recommend the individual characters , parents should not force their children to do what they want , but to help them to find and develop their own interests .",0
Have you ever watched this movie ?,1
"Or , is she happy moving on to the next ?",1
"I wanted to touch nature , but I did not have enough energy to clime a mountain .",0
My name is Ann .,1
Good evening all .,0
First day ! Daily,1
It means this album is consisted well like a good full course meal .,0
I think I can only talk of what I want to say .,1
"But , the audience was under , , unfortunately .",0
"Five - willow Gentleman is one of the best - known imaginary figures in China , who is believed to be the incarnation of the poet himself .",1
"Bit by bit , I will do things in my own way .",1
Today is so cold .,1
I like English and I wish I would have the chance to talk to someone whose mother tongue is English .,1
I almost forgot how to write in English !,1
These demands make farmers make maize instead of other foods like wheat .,1
I would go to the shopping floor if I was a young woman .,1
Sing us a song tonight,1
I wonder what I do in my house .,0
This year is job hunting is affected by a strong yen and earthquake of th of March .,0
"They were cultivate them field , fishing , and picked some nuts everyday .",0
Sashimi in a market,0
My name is Chihiro .,1
Thank you for reading !,0
It was a good school trip !,1
"to Fri , then , on Sat .",0
I felt worried that it may hurt her health to cry for too long .,1
Injured soldiers were carried to a field hospital .,1
"One day before my flight , my friends called upon me and we headed out for the night .",1
"However , it was difficult for me to understand English then .",1
And to my surprise I will go to Japan on this Tuesday he said .,1
Now it is already am .,0
I met person who speaks English .,0
I have been studying English since .,1
"If you read someone is life story , you can experience the essence of other is life .",0
You usually like to do anything,0
It is very interesting !,1
I like going shopping .,1
"Yesterday , I found out some shocking truth from him .",1
"Today is lunch time , we talked about scream machines .",0
Recently my son often enjoys it .,1
I had known about it but had not read it until today .,1
"friends of the mother language is english , please give any help to me .",0
She told us it is a famous pub with cheap drinks .,1
I am really just a Skype user !,1
My friend and I will start to walk tomorrow .,1
The first is Jaca .,1
Whispered voices at my ear,1
I want to make a lot of scripts of drama .,0
I ca not cook .,0
I almost forgot how to write in English !,1
"By the way , valentain day is coming soon .",0
So I do not have to study hard ! !,1
"even though , I have read only a few beginning parts of it , I was facinated by it .",1
I feel that I am really lucky to have such great boarding house friends like them .,1
Here I am going to tell you an embarrassing but funny story which happened to Sunnie and me .,1
"Almost koreans are intersted in that foreigners speak korean , thus you can give good impressions to korean .",0
"Because it has a good story , many good music and a good ending .",0
. Because I mostly use G - mail .,0
Fun soccer ! !,1
Pubs have to check them old and senior do nt hold the party in pub .,0
My mom said it is not good for me and she suggested me I should study other language before I master one .,0
A new start !,1
"I went to international party last night , for first time .",0
I invited my friend .,1
"I like reading books , drawing pictures , playing the piano",1
And I felt moving .,1
We laughed seeing the scene .,0
"For example , Amazon rain forest has reduced largely in decades by the expansion of agriculture , lumbering etc .",0
"For smokers who want to quit smoking , the only thing they need is a strong desire to do it .",1
It is legally OK if we use a head - set to talk on the phone in a car but it is too much of a bother to put on a head - set every time we get a phone call when we are driving .,1
We did not have true leader .,0
"I always sleep well , but",1
I am not sure as I am not good at grammar either .,1
"At first , I had to go to the base of the mountain to take a gondola .",1
Today is weather is cool so we walked to there .,0
This means armors of hard work .,0
how are you ?,1
I do not know how to explain it .,1
"We went downstairs to see him immediately , and found a lot of blood on the floor in his room .",1
"When we got there , it was already at .",0
It was really amazing .,1
I found an interesting can yesterday .,1
Then I saw a woman who made a complaint on the sales floor .,1
"But before I had RSI , I liked to apply what vocabulary and grammar I had learned to games .",1
DEAR professor at swiss,0
I will study abroad in Singapore .,1
"Recently , it is too cold for me ! !",1
I bought a new display for the new one .,1
Keep the movement gentle .,1
The reason why I feel strange is that it seems there is divine guidance .,1
About the purpose,1
"Anyway , they would appeal Japanese guys sooner or later .",0
"I write my diary , I hope my English will improve more .",1
" I had looked forward to travelling abroad , but I got fed up with seeing groups of Japanese tourists wherever I went .",1
He seemed to be in the seventh heaven .,1
To be continued .,1
For him,1
So I learned to do that until I graduated from this school .,1
The number of people participating in this video has inflated the spirit of reunion .,1
How the consumer searches for and uses information is also included in this field .,1
. Just explain philosophically the point which is related to the most questions .,1
Sometimes we discover ourselves through troubles and instances .,1
"We arrived there at around , and yes , it was so difficult to find a parking space .",0
"Whenever I tried to use my air conditioner and microwave and rice cooker at the same time , the breakers tripped soon .",1
My first English diary .,1
" I give , and it shall be given . ",0
So I was not able to take another medicine for trainsick .,0
"However , it is already , I have to go to bed to have a refreshing morning tomorrow .",1
"When I spend some time on the internet , i will feel guilty when I log off .",1
It was very hard .,1
"My body wants to fall a sleep back , but my mind",0
My phone number - - and I hope you confirm again .,0
I disagree with Tim Ferris in part .,1
"It sounds like curry , I do not eat curry often , but garlic is the necessary ingredient in most dishes .",0
Many Japanese tend to translate literally what they want to say .,0
I will run after tomorrow .,0
Between you and me,0
"Many flowers , feeling of four seasons , blowing wind .",0
He was also welcomed by many servants and served lots of luxury foods and saw wonderful dance by dancers .,0
and repeated sleeping and having milk during the party .,1
"The second one , vocabulary , is fun too .",1
,1
This became a habit before I knew it .,1
"He said there was always work to do , like unpacking .",1
"But , the school always have grammer excise , I am not satisfide it .",0
I hope the day will come .,1
"So always keep an optimistic mind , whenever one drops a blank hole .",1
"Afterwards , a male senior - citizen talked about old kimonos .",1
"My life is one big rhyme , I try to scheme through it",0
I do not mean this is just for studying .,1
Grammar Questions,1
"I have been there but I do not remember seeing anything like that , maybe it is new .",1
To put priorities not to myself but to others .,1
"In the TV show , it was broadcast using a Lamborghini as the police vehicle in French .",1
I like Asian food very much .,1
I had gotten away with running for a long time .,1
That was the best time of my life .,1
But I think that these Japanese cultures are individualistic and interesting,1
I met my friend today . It was such fun .,1
I am decided to entry to a company next year .,0
"Moreover , he also says that it was spoilt from parents because he was the only child for a long time .",1
Today I start lang - .,0
and I really love the smell of the rain .,1
Football is one of the most popular sports in the world .,1
" I am so tired , I ca not do anything translated into Martian means I have been doing so much today .",0
apply the Quantum mechanics instead of the Classical physics to explain its feathers .,1
Our city is in this horrible situation .,1
what I did is right ! ! !,1
"After that , I sometimes went to the English conversation circle where I met him .",1
Small points can bring whole unconnnect detail to big picture suddently .,0
I am very bored about this because I am very lazy but it is necessary for me to get a degree from my university .,1
"Anyway , the beach was the most beautiful since I have ever seen .",0
My friends and juniors got angry when I reached my lab .,1
I hope that the typhoon does not come more .,1
Toeic is a system for learning English .,1
"Today , I cooked a tomato stew with comminuted meat , zucchini and asparagus .",1
cause I afraid make wrong .,0
First time I do nt meet anyone acquaintance in airport .,0
" Absolutely , NO .",1
I went to the BIRKENSTOCK store .,1
By what ?,1
"Although you ca not give the support she wants and needs , you can avoid making it worse by arguing .",0
I will do my best .,1
Please help me .,0
I hope he does not go there .,1
Now The Apple Company had already changed it .,1
"Also , Lang - helps me to improve my writing skills .",1
"Nostalgic - A bittersweet longing for things , persons , or situations of the past .",1
"In Taiwan folk customs , no matter whether it is incense , cigarettes , incense ash , each of them contains a grateful though , a hope , and protection of Gods for people . The deeper meaning is that Chinese people have great respect for nature and gratefulness to our ancestors . If you are a flower grower in Taiwan , you want your harvest to be plentiful . In the tradition , you must use incense to beg the god . Incense is the holy medium to express such sincer",1
It took not less than yen ! !,0
Actually it was the second time .,1
My soda is flat .,1
Teaching Japanese was more difficult than I thought .,1
This is a fruit .,1
"Can I say in a business situation , like I am going to do something ?",0
That s not even a problem .,1
you just drink a cup of water .,1
All I can do now is to prey .,0
My second son said May be I lost it .,0
"If you are interested in otter , you can see it on the blog by my professor .",1
"Then , I woke up from the nightmare .",1
What did you drink ?,1
Present I am the president of a management consulting firm .,1
Suddenly she took up on me .,1
Are you even trying ? I learned this sentence in my high school,1
"In order to accomplish this purpose , every society has an education system .",1
"Who cares , by the way ?",1
"First of all , I was studying at University in the speciality of Finance .",1
The political conflict between Japan and China made Japanese people realize a lot,1
The problem is that how I earn in those placecs .,0
"However , we feel cooler and comfortable breezes blowing these days in the morning and the evening these days .",1
"If I could see an advertising card , I explain the contents in detail .",1
I am Japanese .,1
"Three years ago , when we just arrived at Jeddah airport to live in that city .",1
I am deeply affected by this sad news .,1
I thought it was an emergency .,1
"Today , I made some clay arts .",0
"However , work conditions are more important , because if they re not good , their motivations would down and their abilities would decline too .",1
The wind is too strong for me to open my eyes .,1
IME PC is word processing program .,0
I departed Narita airport at to go to Singapore .,0
I did an internship at the center for international contribution in education .,1
I listened to music .,0
"It would be set up according to the traditional norms we accept generally , such as responsibilities , respect , and equality .",1
"While I am relieved that I was not involved in an annoying problem , I am feeling definite something . In a word , I am very shocked that a bank which was given a licence by the Japanese government collapsed .",1
She would nt conceal her love for Achilles .,1
My dialy,0
I listened my favorite song over and over .,0
"The author tried to describe a bandwidth sufficiency crisis in the classical pessimistic economics style , which worries that the natural limited amount of resources would soon be exhausted and then cause a series of economic impacts .",1
"While I was riding it , something fell down on my knee .",1
"When I began to work , my shoulder became bad condition gradually .",0
"For example , soccer , dance , light music , and so on .",1
But I study hard for tests,0
chord Funk,0
His major had nothing to do with cooking .,1
All my friends at Lang -,0
introduction to myself,1
People work because they need money to live .,1
This song is really popular in popular culture .,1
I pushed people out of the way and looked for the food stall I had already checked on the guidebook .,1
I found a nice one !,1
"Well , okay , I will go a little further .",1
"Meanwhile , in such situations , recommendations offered by young people are more useful than those of older people .",1
A very long time passed since the last time we met actually .,1
or not .,1
He is my trouble .,0
"Some works coexisting with nature make us feel in union with nature , too .",1
but I did not have to do anything .,1
"It is noted in the article that TV , video , and Web page which with poorly written effect people to low level of culture .",0
"I quickly move my right hand to the floor drum , making the bass tone .",1
Nice to meat you .,0
But she still ignored me and all my family .,1
It is impossible for me to donate such a large sum of money .,1
Work hard to use English more fluently using this site,1
"In spite of the severe pain , the red rose made of my blood is the best present for the person I love .",1
"Late for lesson , I ran away , leaving Christina and her friends in the canteen .",0
I am still confusing tenses and articles .,1
"So , some people hate the number in Japan .",1
The fireworks were amazingly beautiful and so big as if we can touch it .,0
I have watched it since I was years old .,1
"If I have many things to talk about , I will go to bed at my friend is house .",0
And I watch TV every day .,1
Girls want something new .,1
I have to work and do not have a holiday .,1
Old is gold,0
Hi I am Eriko from Japan .,0
Because we are in love .,1
Curls are more natural and volume is getting smaller .,0
"Hehe , what is your opinion of love ?",0
He is honest and considerable .,1
That food came from Vietnam .,1
. - writing,1
"Recently , I go to sleep at midnight .",1
It means I have to get there before he does .,1
It actually means that the truth which I can say only when I get drunk .,0
Japanese spirit has grown up in this environment .,0
The bisiness was pyramid selling .,0
as to have opportunities to enjoy English conversation for free .,0
I could get a lot of friends that had a rich fervor for drawing comics .,1
Which should your school choose to buy computers or books ?,1
It was good .,1
This product can not be compared with the previous one .,1
Good luck my friend .,1
There are days off in this Lunar New Year vacation .,1
General brings up an electric shaver roar General shaves Colbert is hair,0
"sometimes they are broken up , or getting know new friends .",0
"However , this company only releases a few flats per month .",1
There is always someone who longs for love .,1
I want to go to LasVegas !,1
I think I entered this school a day or two days ago .,1
My hair was medium length .,1
I took part in the welcome and farewell party on Thursday and Friday .,1
"You lie so much , i do not believe your cry",0
Acutually she was able to got a bronze medal .,0
So I feel like try to drink these wine would not I .,0
I do not know what to say .,1
,1
It made us understand that her brain was shutting down .,1
Thank U so much,0
"They often rent houses , some places which price average are in bad condition , the good others are so expensive .",0
I was impressed by two things .,1
And it moderate the pain of the throat .,0
You usually like to do anything,0
"It is am , but I am not sleepy at all TT Ah .",0
And travel expenses are hundreds .,0
Yesterday I searched another university .,0
"However , things changed when she grew old enough to think herself .",1
"With his good skill of communication , he will be a successful man .",1
"Tonight , I made minestrone with ginger .",1
I hope I can be a strong girl .,1
Roy became agitated and thought that it was too late .,1
"The height of the tower was taller than it of two months before , compared to the first picture , and construction of the second observatory had just began .",1
I joined this SNS a few days ago .,1
"Among the Asian countries , I want to go to Singapore .",1
What is the longest word in your country ?,1
"When one friend told me her secret and said do not tell anyone , I felt honored to be the one who could share the burden , but at the same time a desire for expression was born .",1
"According this article , The ruin which was made around years ago was found in England .",0
"yesterday my boyfriend gave me a box of chocolate , i feel very happy .",1
I want to tell you guys that good thing happened to me,0
Today was a national holiday called Labor Day .,1
I really like her character .,1
no reality,0
Hope it getting better now !,0
"Today , I received unofficial announcement of personnel transfers .",0
It is chilly .,1
This is the last semester of primary school .,1
"M University , March , ",0
They have got their own life that I ca not fit in anymore .,0
I encourage you also to play subtitles,0
They will be there around minutes so I must came back again .,0
"Then , as with the other visitors , he asked me where I was going and I told him that I was going to my friend is house .",1
"I know English is not an indicator of what he she is , but people naturally look down on him her when he she speaks bad English in such a multinational country .",0
"I , for sure , am very found of them they are blue I love the colour , they are fantastic more or less , you may contradict me , they can fly who would not want to ? , they can see at a macroscale ",0
I was born in Russia .,1
"I mean , I search the Web and find the answer .",1
"I am glad to thank and for their true friendship , and for helping me countless times , in research as well in daily life .",1
Something the unempolyment rate stayed at the same . .,0
"It is because even if spirits and ability to defend might be equal , Paraguay are superior to Japan in skills and techniques for playing football .",0
Happy new year,1
I have never even written a diary in my language .,1
I definitely think that they would have disadvantages .,0
It was like a kindergarten .,0
What is your favorite season of the year ?,1
"After washing his face with Gatsby , his face becomes attractive .",1
This is the Taiwan is spirit !,0
I hope the Japanese sightseeing company will cheer up .,1
but we were not never same classes .,0
"During my class , my students had their presentations .",1
but i had so many mistakes .,1
It is going to start at pm .,1
"still , it is not compared unfavorably .",1
We are going to make potofu .,1
"But I abandon my dream , because my eyes ware very bad .",0
The main problem is of course my laziness the next one is the wrong way my teachers were teaching me and the last one is the way I think .,1
I am going to have my vacation in a week .,1
"Finally , but perhaps most importantly , the concepts delivered by the ads keep in contact with the development of the country .",1
I am looking forward to my mark .,1
"I am going to sleep , friends , good night .",0
David invited him to go to Mr .,1
"At this class , a lot of people are American teachers .",1
"I am at my parents ' home , and here I ca not write kana and kanji .",0
"Well , I did not have anything else to do , so I decided to go with her .",1
"When the boarding time came at midnight , I was really tired of sitting still .",1
And I want to spend the rest of my life calmly .,1
The result is .,1
It is not too softly .,1
My wife and I had both completed the first easy route .,1
Completely !,1
Long time no see !,0
I gave them food and drinks .,1
"So , I have been away from writing here .",1
"Because it hobby , do nt need make myself put corner too hurry ",0
Bad weather conditions .,0
two cups of flour,1
This year I have made some important decisions .,1
I first went to Japan in order to study Japanese .,1
I was good at math and physics until I was a high school student .,1
"six , Both of us did not take any house keys .",1
"These days , North Korea is infant mortality rate is worse than African refugees ' conditions .",0
The work is very hard .,1
Some my American friends still get confused after they listen to my pronunciation .,1
"Now , it sounds like this to speak American English fluently with strong accent and to pass CPE exam in the last term in this year .",0
There were who expected rain today but they were wrong .,0
"It is so crazy to go home at p .m . and wake up at a . m . , ",1
Kyoto is a very beautiful city .,1
The second is that I can meet many parents through my job .,1
I hope one day I will be able to play any songs on my flute .,1
"If she were my girlfriend , I would be the happiest man in the world !",1
I was surprised to hear that !,1
I was sure that that someone was me .,1
I am happy to spend time with my brother .,1
Another peculiar thing was that everything seemed years old .,1
Today was the first anniversary of our wedding party .,1
I love crab !,0
I have no plan .,0
I could not do anything .,1
"I worked at a chinese restaurant for or years as a part time worker , but I wanted to earn more money , so I started a new part time job at a bread shop about month ago .",1
Saying do not make me laugh,0
of couse the hall was full .,0
"Even if whenever I go outside , I try to listen to one of these .",1
I want to do exercise .,1
"Of course , I ca not understand most of what is written .",1
To communicate,1
taking B .,0
"Still , I feel sometimes somewhere I am alone .",0
Studying writing was pretty tough so I was saving it till very last .,1
The supply is still insufficient .,1
"My nephew is years old , so I think it is appropriate for him to touch English .",1
"But , I think it strange that team leader is words .",0
We always feel something special in the season of cherry blossoms .,1
Yesterday I have got a telephone interview by a foreign affiliated company .,1
Now we re translating the theme song .,1
"Hotel fee , yen",0
"When I look at the number of books on my bookshelf , I would be happy because I can make sure the number of bookshelves .",1
"Only coming , eating some food and going back to the mountain would not have hurt us humen so much .",0
just make sentence . please correct my grammar . part,0
"but there are no seats to reserve , maybe it is student is vacation , ",0
"After my friend started dating with the guy , their friendship was messed up .",1
managed to start a new career .,1
I have skipped writing a journal recently .,1
It would be helpful for my private time to reserve a hotel or to get information where I want to go .,0
but I also would like to make the most of my spare time to blush up my English skill .,0
"It is so interesting for me but , I ca not speak what I want to say .",0
And you get a good return .,0
My daughter came into the living room with two white bears when she woke up .,1
"Anyway , I drank too much ",1
"In school , I can study with my friends and I can learn some new lessons .",1
"Can I let Maru in , mom ? my daughter asked me .",1
"Certainly , I think that he will become a cool guy .",1
I will be a graduate student in The university of tokyo next day .,1
I and a coworker had a row .,1
"After that , I went to a hot spring .",1
"Deep talking , we raised .",0
Probably it is good to put a spoonful salt into the pot .,1
"Therefore if you know some good novel to read , could you please teach me ! ?",1
"Of course the ceremony site was newly built , too .",1
So I was good at listen Japanese .,0
Movie at which I must look,0
maybe i got drunk heavily yesterday .,1
Does not summer come early ?,1
"However , as Japan became affluent , people , especially women , became less fond of the style .",1
"I really did not enjoy this trip , it was weired .",1
Summer it is beatiful time .,0
It is known to everybody that Kadhafi has committed a lot of human transgressions across this forty - two year he is been in command of Libya .,1
They are so cool and powerful .,1
We JICA volunteers often talked about what we want to do right now .,0
I was not aware of that I was worried about a radiation contamination .,0
not about the outside and looking some think .,0
Why does the US use Fahrenheit while most countries use Celsius ?,1
"First fresh tomato , onion , boiled potato , turmeric and curry leaves , put them into coconut milk .",0
What is this ?,1
"Because , the only reason it was hitting me was because I could eat less than usual recently .",1
Do not tell lies,0
Make friends with others,1
I finished reading eat pray love last night .,0
Now I am writing the report about it .,1
Poses as a student,1
Today I was practicing graphic thinking for my presentations .,1
There was not which .,0
Somebody help ! I had several thoughts at that moment .,1
I have a restaurant here in Japan .,1
I think every girls in the world are fonding of dressing them,0
So today is very good weather that I have washed windows .,0
"Of course , I read the translation in Chinese .",1
Source Code,1
"This will cut down on our costs and make our lives happier , I think .",1
- Only games .,0
Unnecessary Clothes,1
"They share jokes each other all the time , even if they are batting a strong enemy .",0
Their play excited me .,1
Yesterday a new refrigerator came to my house !,1
I went out to take photos with my friend .,1
But I wonder if it can be cured with time .,1
Sunday II,1
start lang -,0
"A long time , well , ten years .",1
He is so crazy for English .,1
I am working at Japanese game company .,0
But why deleted my pictures ?I felt confused .,1
But I realized there .,0
"In fact , it takes only minutes to go to Kobe from Kyoto by JR , but takes minutes by Hankyu - train .",1
"I have been using lang - for quite some time so far , but this is my first English entry .",1
"Tomorrow , I am going to the shops to buy some nice shoes and new jeans .",1
Mie is going to take TOEIC examination on Sep .,0
There are various kinds it .,0
That is too bad .,1
Please tell me English .,1
There were crabs in this time .,0
My new job is translating economic news .,1
There are not such concepts in Japanese .,1
"Due to that , I roughly memorized map of Tokyo unconsciosly , though I did not know the place at all .",0
"Wow , kind of exciting ",0
I did it !,1
A exhausted day,1
A - Sure .,1
My company has many international divisions over the world .,1
Have you ever seen this movie ?,1
Please feel free to correct my English to make it more natural .,1
"In the beginning , I want to introduce myself .",1
I still remember it was a really beautiful and mysterious situation .,1
Now we are still a rival each other .,0
What would you say ?,1
"Oh , I thought I grew up compared to them !",0
I take a commuter train and a subway to my office .,1
"I looked around , but nothing happened .",1
"When VW and Audi got together , they could save costs as they used the same chassis .",1
I have to study English and Pedagogy .,1
He said that they finally could play the guitar and he felt that they praised God with hearts .,0
It seems that the government will spend too much time seeing what is wrong .,1
I felt like a trickster .,1
The most ordinally gift is a box of chocolate .,1
I am a little regretful for missing it .,1
"Also , Today is tired , , ",0
Seeing my parents carrying those big bags to the sixth floor .,1
Half cab is very cool .,0
Almost every word after an abbreviation is too difficult to understand even for Japanese people .,1
A call from your mother,0
"C I think if , if you are a good student , you should get a dog .",1
One women was takeing out broken goods from broken house .,0
The news that I mentioned above reminds me of my memory .,1
"And sang a song , talking each other .",0
"She is stupid , selfish and individual .",1
"A generality , ",1
"His works look not only strange , but also curious .",1
"An article in a science magazine and a quick conversation between two fellows can refer to one and the same thing , but use absolutely different vocabulary .",1
I want to practice speaking English more !,1
"Eh , i just do not know what to tell more .",1
Peter and his company comprise susceptible fellows .,1
"Right after he was arrested , the Minister of MIC was asked for his comments on this matter .",0
"Our green tea union was held Yomise , Summer street festival , in Kikugawa city last weekend evening .",0
My name is Chisa .,1
The antagonists often claim that the legalization of euthanasia will force the dying patients to die because they can not accept that they impose suffering on their family and society .,1
The betas have the habit of bringing up their children by an only male beta .,1
"And last but not least , I bought a new mobile phone recently .",1
My future projects - English,1
"Sometimes , I ca not understand about siblings or family .",0
"I have never brought an umbrella with me in London . A coat and a hat were more than enough since most of the time the rain was just lovely little spray drops . In contrast , in Italy you have to cover yourself because the rain here is really wet !",1
Sunday is gone and Monday is coming .,1
"Today , I took the first exam , listening , grammar and vocabulary .",1
One male doctor has very long hear which length come down to his waist .,0
English word japan,0
It is quite interesting that I majored in architecture .,1
Question,0
"When I was a junior high school student , I wanted to go to high school abroad because I wanted to be in touch with the real English that people living there use .",1
"because my majoy is fight attendents , so i must be learn swim .",0
I think .,1
What am I doing ?,1
Sometimes i forget about my acounts on sites .,0
I fear my disease got worse because of taking unusual actions .,1
There are some cities that I can call my home town in this world .,1
But I could nt .,1
in English .,1
English is sooo difficult !,0
The point is it seems possible in the system .,1
"Encouragement from parents to children is very important . When your child wants to do something by himself herself , encourage him her , when they have done something wrong or fail to do something , we shouldnt scold them , we should encourage them to try again until they have succeeded .",1
"Secondly , our government needs to strengthen the power of the law , to punish those behaviors severely .",1
Of course there are some downsides but that does not outweigh the advantage .,1
All of them are engineers .,1
David invited him to go to Mr .,1
I really want go to thailand .,0
I got it in the Japanese library .,1
Because my job is very hard .,0
Do you have a TV ?,0
"Although a mass of illegal information has been prevented by local governments , some of it still exerts such a profound effect on people , especially a great many children .",1
My class had to write letters to an unknown student in a nearby High School .,1
"Send your friend , Mr .",1
It sounds great .,1
Last year I was selected in a public selection to be a civil servant .,1
"Korean girl and her friends from England , Australia , Scott land .",0
Today is a our wedding anniversary .,1
I said to him I did nt want to have a baby then .,1
Valentine is Day .,0
Contemporary writings,0
I realized that I am too serious today lol ! ! ! ! !,0
want to meet Mickey and to go shopping .,1
And the temperature is strictly adjusted .,1
So I have taken care of her .,1
I m extremely curious about your middle name .,1
"Here is the website , enjoy it !",1
This movie was very interesting and impressed .,1
"For one thing , I think there was nothing to write .",1
is my translation .,0
"But the party , for some purposes , did not say these in the history books .",1
"But , the path to wisdom can t be smooth , I guess .",1
My pet,1
The students in Tokyo University tried dancing Dangerous by Michael Jackson .,1
"One is that I steamed apples , sweet potatoes and dried prunes without any seasonings .",1
I have severe headaches .,1
"And I secretly mumbled , I conquered my father s enemy . ",0
"The rate is , yen at a month .",0
but I am afraid that shows disrespect .,1
"Good night , and have a nice dream .",1
Girls soccer,1
"We put vegetables , meat , fish , and tofu , etc .",1
I have started my experiment in a company from last Monday .,1
I am currently working as an engineer .,1
I checked the article about the new bubble of web companies in the Economist .,1
"my career , engineering , really takes time to be completed , and it is really easy to lost years if you do not pass one subject in time .",1
She insisted that she would bring estimates anyway .,1
So he was a literary painter .,1
I am going to face everything in front of me with my best .,1
Two thirds continue their work in my company .,1
Hello dear friends,0
"On TV , there was a - year - old girl interviewed in Vancouver .",1
"As soon as I heard those words , I packed up my things .",1
I enjoy the time when I study microbiology .,1
"I went to the ramen restaurant , which is one of the most popular in my hometown .",1
Drinking Party,0
"I sorted up my mind and asked , Why ?",1
"Many countries are suffering from a recession , excluding China and etc .",1
And you can also see Yellow ginkgo trees in Fall .,1
"Nowadays , global warming has become a serious issue , so I think we have to invent something that decreases air pollution .",1
"I like talking and knowing anything but without knowledge , asking questions is my weak point .",1
I will rest today .,1
I have to drop the two kinds of drugs and put one kind of drug on my right eye every two hours .,1
"I have been using lang - for quite some time so far , but this is my first English entry .",1
It confuses me madly .,1
If there had been nobody around I thought I would have a good cry at that moment .,1
I was very lucky to be able to contact my family right after the quake and make sure that they were fine .,1
"If I can meet them , I really want to meet them and talk to them .",1
"The stories are not only beautiful , but also some of them have some dark sides , such as death .",1
Let me talk about my job .,1
"At we departed for Mt , and when we began to climb , then when we came back my house .",0
I hope the discussion will be fruitful .,1
"Please , anyone can help me with this phrases ?",0
"I went to arrive earlier than opening time , because I expected that this exhibition was crowded .",1
"A silicon steamer , which a friend of my ex colleagues gave me as a wedding gift , will help me to cook vegetables .",1
TV helps student to should I put to or not if not .,0
Who can help me ?,1
It is cheaper than before I bought .,0
